Lat,Lon,VSM,TAV,TAH,Tsoil,Tveg,VWC,S%,C%,VSM_err
49.4547,-98.0161,0.2755,271.1,238.45,19.5,19.5,2.68,0.27,0.44,0.0202
49.4547,-98.0109,0.2613,271.49,240.29,19.5,19.5,2.49,0.26,0.46,0.0164
49.4547,-98.0057,0.2455,273.47,242.4,19.5,19.5,2.5,0.23,0.49,0.0174
49.4547,-98.0005,0.2692,273.39,243.19,19.6,19.6,2.76,0.2,0.53,0.0194
49.4547,-97.9953,0.3117,271.67,243.05,19.6,19.6,2.8,0.18,0.56,0.0206
49.4547,-97.9901,0.3085,269.8,242.45,19.6,19.6,2.54,0.18,0.58,0.0231
49.4547,-97.985,0.2672,269.89,241.72,19.6,19.6,1.94,0.2,0.57,0.0142
49.4547,-97.9798,0.2423,271.47,240.46,19.6,19.6,1.48,0.2,0.58,0.0128
49.4547,-97.9746,0.2504,271.95,238.97,19.6,19.6,1.63,0.18,0.59,0.013
49.4547,-97.9694,0.2963,271.88,238.42,19.6,19.6,2.17,0.16,0.59,0.0199
49.4547,-97.9642,0.3141,272.9,239.18,19.6,19.6,2.46,0.17,0.57,0.0203
49.4547,-97.959,0.2455,274.84,240.89,19.6,19.6,2.08,0.23,0.52,0.0149
49.4547,-97.9538,0.1924,276.12,242.44,19.6,19.6,1.38,0.27,0.49,0.0189
49.4547,-97.9487,0.1996,274.72,243.98,19.6,19.6,1.31,0.31,0.45,0.0198
49.4547,-97.9435,0.2438,272.94,245.91,19.6,19.6,2.04,0.34,0.42,0.0208
49.4547,-97.9383,0.2994,273.6,247.71,19.6,19.6,2.45,0.35,0.4,0.0216
49.4547,-97.9331,0.2513,277.71,248.19,19.6,19.6,2.13,0.34,0.4,0.0398
49.4547,-97.9279,0.1827,281.67,247.8,19.6,19.6,1.49,0.36,0.41,0.0208
49.4547,-97.9227,0.158,282.82,246.39,19.6,19.6,1.29,0.39,0.39,0.0189
49.4547,-97.9175,0.157,282.05,243.48,19.6,19.6,1.27,0.38,0.4,0.0186
49.4547,-97.9123,0.1627,280.63,244.15,19.6,19.6,1.14,0.32,0.44,0.0149
49.4547,-97.9072,0.1611,281.32,245.83,19.6,19.6,1.4,0.27,0.47,0.0239
49.4547,-97.902,0.1662,282.3,243.87,19.6,19.6,1.83,0.22,0.5,0.0123
49.4547,-97.8968,0.1891,281.79,243.45,19.6,19.6,2.28,0.2,0.53,0.0166
49.4547,-97.8916,0.2343,279.92,247.6,19.7,19.7,2.67,0.18,0.55,0.0139
49.4547,-97.8864,0.2668,278.26,249.39,19.7,19.7,2.65,0.15,0.59,0.0161
49.4547,-97.8812,0.283,278.11,247.55,19.7,19.7,2.62,0.11,0.63,0.0162
49.4547,-97.876,0.2691,278.07,244.93,19.7,19.7,2.37,0.11,0.64,0.0111
49.4547,-97.8709,0.2551,276.8,241.35,19.8,19.8,1.95,0.12,0.63,0.0332
49.4547,-97.8657,0.2401,275.37,238.68,19.8,19.8,1.24,0.12,0.62,0.0195
49.4547,-97.8605,0.2281,274.95,238.87,19.8,19.8,0.69,0.12,0.62,0.0155
49.4547,-97.8553,0.2363,274.93,238.42,19.8,19.8,0.69,0.11,0.64,0.0119
49.4547,-97.8501,0.2403,274.88,235.59,19.8,19.8,0.72,0.11,0.64,0.0157
49.4547,-97.8449,0.2563,273.14,232.1,19.8,19.8,0.67,0.1,0.64,0.0129
49.4547,-97.8397,0.2752,271.57,229.04,19.8,19.8,0.79,0.1,0.65,0.0145
49.4547,-97.8345,0.2797,272.09,227.18,19.8,19.8,1.09,0.1,0.65,0.0186
49.4547,-97.8294,0.2775,273.28,225.81,19.8,19.8,1.4,0.1,0.65,0.0217
49.4547,-97.8242,0.2973,272.69,225.01,19.8,19.8,1.82,0.1,0.65,0.0159
49.4547,-97.819,0.3172,271.44,224.65,19.8,19.8,2.05,0.1,0.65,0.0138
49.4547,-97.8138,0.3336,271.0,224.77,19.8,19.8,2.44,0.1,0.65,0.0197
49.4547,-97.8086,0.3517,271.89,225.52,19.8,19.8,2.69,0.1,0.65,0.0198
49.4547,-97.8034,0.3376,273.68,225.48,19.8,19.8,2.74,0.1,0.65,0.0215
49.4547,-97.7982,0.3289,274.84,223.1,19.8,19.8,2.78,0.1,0.65,0.0184
49.4547,-97.7931,0.3128,275.91,221.91,19.8,19.8,2.75,0.1,0.65,0.0223
49.4547,-97.7879,0.2945,276.64,222.7,19.8,19.8,2.69,0.1,0.65,0.0187
49.4547,-97.7827,0.292,276.62,221.07,19.8,19.8,2.6,0.1,0.65,0.0197
49.4547,-97.7775,0.2883,276.44,218.63,19.8,19.8,2.46,0.1,0.65,0.0177
49.4547,-97.7723,0.2931,275.48,218.55,19.8,19.8,2.33,0.1,0.65,0.0139
49.4547,-97.7671,0.311,273.9,219.06,19.8,19.8,2.32,0.1,0.65,0.0179
49.4547,-97.7619,0.3336,271.69,216.8,19.8,19.8,2.3,0.1,0.65,0.017
49.4547,-97.7567,0.3527,269.6,212.09,19.8,19.8,2.24,0.1,0.65,0.0217
49.4547,-97.7516,0.3623,268.65,208.81,19.8,19.8,2.24,0.1,0.65,0.0252
49.4607,-98.1198,0.1896,278.55,258.48,19.6,19.6,2.27,0.36,0.38,0.0147
49.4607,-98.1146,0.2451,274.79,255.94,19.6,19.6,2.54,0.34,0.39,0.0228
49.4607,-98.1094,0.313,269.08,251.9,19.6,19.6,2.59,0.32,0.39,0.0223
49.4607,-98.1043,0.3189,265.18,247.42,19.6,19.6,2.09,0.3,0.4,0.0546
49.4607,-98.0991,0.2846,263.02,242.97,19.6,19.6,1.36,0.3,0.4,0.0247
49.4607,-98.0939,0.2526,262.05,240.63,19.6,19.6,0.71,0.33,0.39,0.0143
49.4607,-98.0887,0.246,261.67,241.4,19.6,19.6,0.66,0.38,0.38,0.0128
49.4607,-98.0835,0.2499,261.6,243.91,19.6,19.6,0.99,0.43,0.36,0.0196
49.4607,-98.0783,0.2452,263.49,246.89,19.6,19.6,1.46,0.46,0.35,0.0147
49.4607,-98.0731,0.2413,266.55,249.79,19.6,19.6,1.96,0.46,0.35,0.0167
49.4607,-98.0679,0.2423,267.61,250.48,19.5,19.5,2.16,0.46,0.35,0.0158
49.4607,-98.0628,0.2287,268.4,250.44,19.5,19.5,1.97,0.47,0.34,0.0146
49.4607,-98.0576,0.2301,270.14,250.66,19.5,19.5,2.13,0.48,0.34,0.0167
49.4607,-98.0524,0.2274,271.9,250.89,19.5,19.5,2.13,0.49,0.34,0.0159
49.4607,-98.0472,0.2416,271.64,249.9,19.5,19.5,2.3,0.48,0.34,0.0161
49.4607,-98.042,0.247,270.26,247.17,19.5,19.5,2.15,0.46,0.35,0.0203
49.4607,-98.0368,0.2438,268.93,243.2,19.5,19.5,1.69,0.43,0.36,0.0287
49.4607,-98.0316,0.2441,268.37,238.53,19.5,19.5,1.6,0.38,0.37,0.0333
49.4607,-98.0265,0.2427,269.51,235.25,19.5,19.5,1.63,0.34,0.39,0.0286
49.4607,-98.0213,0.2509,270.61,234.57,19.5,19.5,1.91,0.31,0.4,0.0152
49.4607,-98.0161,0.2409,269.72,236.28,19.5,19.5,1.82,0.3,0.4,0.0128
49.4607,-98.0109,0.2226,270.37,239.42,19.5,19.5,1.77,0.3,0.4,0.013
49.4607,-98.0057,0.2063,272.89,242.14,19.5,19.5,2.02,0.29,0.41,0.0318
49.4607,-98.0005,0.2191,273.55,243.39,19.6,19.6,2.31,0.28,0.43,0.0184
49.4607,-97.9953,0.2315,272.73,243.79,19.6,19.6,2.33,0.31,0.43,0.0182
49.4607,-97.9901,0.2184,271.19,243.3,19.6,19.6,2.03,0.37,0.42,0.0399
49.4607,-97.985,0.1801,270.68,242.41,19.6,19.6,1.26,0.42,0.4,0.0184
49.4607,-97.9798,0.1733,271.81,241.46,19.6,19.6,1.03,0.41,0.42,0.0153
49.4607,-97.9746,0.1895,272.96,239.87,19.6,19.6,1.36,0.38,0.43,0.0194
49.4607,-97.9694,0.2224,273.5,238.93,19.6,19.6,1.83,0.32,0.45,0.0119
49.4607,-97.9642,0.2523,274.2,239.56,19.6,19.6,2.22,0.29,0.45,0.0161
49.4607,-97.959,0.2335,275.15,241.46,19.6,19.6,2.14,0.3,0.42,0.013
49.4607,-97.9538,0.2077,275.38,243.21,19.6,19.6,1.98,0.32,0.41,0.036
49.4607,-97.9487,0.216,274.52,243.61,19.6,19.6,1.88,0.3,0.43,0.0327
49.4607,-97.9435,0.2422,273.25,243.98,19.6,19.6,1.94,0.28,0.44,0.0344
49.4607,-97.9383,0.2512,273.19,244.37,19.6,19.6,1.78,0.26,0.45,0.0299
49.4607,-97.9331,0.2307,275.76,243.6,19.6,19.6,1.54,0.29,0.44,0.0294
49.4607,-97.9279,0.2066,278.52,242.59,19.6,19.6,1.61,0.31,0.42,0.0239
49.4607,-97.9227,0.1929,280.12,241.02,19.6,19.6,1.9,0.31,0.42,0.0301
49.4607,-97.9175,0.1832,280.71,238.75,19.6,19.6,1.94,0.29,0.43,0.036
49.4607,-97.9123,0.1891,280.37,240.56,19.6,19.6,1.89,0.23,0.49,0.0332
49.4607,-97.9072,0.1735,281.76,243.5,19.6,19.6,1.79,0.18,0.54,0.035
49.4607,-97.902,0.1774,282.02,241.78,19.6,19.6,1.87,0.15,0.58,0.0357
49.4607,-97.8968,0.2416,278.99,240.66,19.6,19.6,2.29,0.13,0.61,0.0136
49.4607,-97.8916,0.2654,277.11,244.25,19.6,19.6,2.35,0.12,0.63,0.0173
49.4607,-97.8864,0.2634,277.78,247.86,19.7,19.7,2.38,0.1,0.64,0.0165
49.4607,-97.8812,0.2609,278.71,247.78,19.7,19.7,2.52,0.1,0.65,0.0153
49.4607,-97.876,0.2702,278.49,246.02,19.7,19.7,2.61,0.1,0.65,0.0226
49.4607,-97.8709,0.2648,277.57,243.44,19.8,19.8,2.26,0.1,0.64,0.0169
49.4607,-97.8657,0.2571,276.55,241.04,19.8,19.8,1.9,0.1,0.65,0.0167
49.4607,-97.8605,0.2554,275.14,241.51,19.8,19.8,1.66,0.11,0.64,0.0109
49.4607,-97.8553,0.2432,274.45,241.72,19.8,19.8,1.54,0.14,0.6,0.0132
49.4607,-97.8501,0.2454,274.69,239.46,19.8,19.8,1.41,0.14,0.6,0.0124
49.4607,-97.8449,0.2563,273.43,236.11,19.8,19.8,1.19,0.13,0.61,0.0175
49.4607,-97.8397,0.2691,272.51,233.29,19.8,19.8,0.99,0.12,0.63,0.016
49.4607,-97.8345,0.2666,273.57,231.78,19.8,19.8,0.98,0.1,0.64,0.0158
49.4607,-97.8294,0.2638,274.76,230.16,19.8,19.8,1.34,0.11,0.63,0.0217
49.4607,-97.8242,0.2835,274.13,228.59,19.8,19.8,1.79,0.11,0.63,0.016
49.4607,-97.819,0.3088,273.07,227.64,19.8,19.8,2.11,0.11,0.64,0.0171
49.4607,-97.8138,0.3141,272.51,226.72,19.8,19.8,2.21,0.1,0.65,0.019
49.4607,-97.8086,0.3,273.26,225.98,19.8,19.8,2.02,0.1,0.65,0.0175
49.4607,-97.8034,0.2781,275.3,225.94,19.8,19.8,1.92,0.1,0.65,0.0314
49.4607,-97.7982,0.269,276.52,224.56,19.8,19.8,1.95,0.1,0.65,0.0341
49.4607,-97.7931,0.2651,277.64,223.52,19.8,19.8,2.12,0.1,0.65,0.0141
49.4607,-97.7879,0.2747,278.43,224.11,19.8,19.8,2.62,0.1,0.65,0.0173
49.4607,-97.7827,0.2829,278.19,222.52,19.8,19.8,2.72,0.1,0.65,0.0186
49.4607,-97.7775,0.2859,278.14,219.1,19.8,19.8,2.72,0.1,0.65,0.0186
49.4607,-97.7723,0.2879,277.77,216.81,19.8,19.8,2.65,0.1,0.65,0.0142
49.4607,-97.7671,0.3129,275.69,214.48,19.8,19.8,2.73,0.1,0.65,0.0195
49.4607,-97.7619,0.3491,273.15,211.78,19.8,19.8,2.84,0.1,0.65,0.0192
49.4607,-97.7567,0.375,271.3,209.71,19.8,19.8,2.75,0.1,0.65,0.0266
49.4607,-97.7516,0.3752,270.12,208.57,19.8,19.8,2.66,0.1,0.65,0.0215
49.4667,-98.1198,0.1805,277.6,256.9,19.6,19.6,1.66,0.34,0.39,0.024
49.4667,-98.1146,0.2234,274.69,254.92,19.6,19.6,1.82,0.32,0.39,0.0284
49.4667,-98.1094,0.2912,270.11,252.11,19.6,19.6,2.1,0.3,0.4,0.0534
49.4667,-98.1043,0.3245,267.42,248.94,19.6,19.6,2.16,0.3,0.4,0.0677
49.4667,-98.0991,0.3113,266.11,245.03,19.6,19.6,2.02,0.3,0.4,0.0678
49.4667,-98.0939,0.2981,265.22,243.31,19.6,19.6,1.95,0.3,0.4,0.0173
49.4667,-98.0887,0.2904,264.98,244.8,19.6,19.6,1.93,0.34,0.39,0.0445
49.4667,-98.0835,0.2741,265.51,247.74,19.6,19.6,2.08,0.38,0.38,0.0155
49.4667,-98.0783,0.26,267.61,250.55,19.6,19.6,2.26,0.4,0.37,0.019
49.4667,-98.0731,0.2511,269.55,252.25,19.6,19.6,2.44,0.41,0.36,0.0178
49.4667,-98.0679,0.2639,269.25,252.0,19.5,19.5,2.62,0.41,0.37,0.0209
49.4667,-98.0628,0.2466,268.88,251.12,19.5,19.5,2.1,0.43,0.36,0.013
49.4667,-98.0576,0.2263,269.3,249.66,19.5,19.5,1.6,0.43,0.36,0.0112
49.4667,-98.0524,0.2138,270.02,247.44,19.5,19.5,1.51,0.43,0.36,0.0115
49.4667,-98.0472,0.2505,269.3,244.43,19.5,19.5,1.88,0.4,0.37,0.0137
49.4667,-98.042,0.3122,268.0,241.07,19.5,19.5,2.42,0.36,0.39,0.0215
49.4667,-98.0368,0.3449,267.2,237.58,19.5,19.5,2.49,0.32,0.4,0.0241
49.4667,-98.0316,0.3199,267.31,234.21,19.5,19.5,2.14,0.3,0.4,0.0185
49.4667,-98.0265,0.2807,268.93,232.71,19.5,19.5,2.05,0.3,0.4,0.0177
49.4667,-98.0213,0.2647,270.12,233.7,19.5,19.5,2.24,0.3,0.4,0.0165
49.4667,-98.0161,0.256,269.52,235.92,19.5,19.5,2.18,0.3,0.4,0.0153
49.4667,-98.0109,0.2352,270.21,238.66,19.5,19.5,2.1,0.31,0.4,0.0123
49.4667,-98.0057,0.2216,272.3,241.22,19.6,19.6,2.17,0.32,0.4,0.0124
49.4667,-98.0005,0.2308,273.02,242.99,19.6,19.6,2.52,0.33,0.4,0.0208
49.4667,-97.9953,0.2182,272.7,244.04,19.6,19.6,2.32,0.37,0.39,0.0487
49.4667,-97.9901,0.2066,271.52,244.19,19.6,19.6,1.67,0.39,0.38,0.0299
49.4667,-97.985,0.1922,270.41,244.21,19.6,19.6,1.04,0.43,0.36,0.0159
49.4667,-97.9798,0.1968,270.65,243.9,19.6,19.6,1.19,0.44,0.36,0.0173
49.4667,-97.9746,0.2214,271.65,241.88,19.6,19.6,1.75,0.39,0.38,0.0318
49.4667,-97.9694,0.2395,272.08,240.41,19.6,19.6,1.97,0.35,0.39,0.0328
49.4667,-97.9642,0.2398,272.58,240.64,19.6,19.6,1.91,0.32,0.41,0.0133
49.4667,-97.959,0.2275,273.99,241.69,19.6,19.6,1.93,0.28,0.44,0.0133
49.4667,-97.9538,0.2509,274.38,242.47,19.6,19.6,2.28,0.25,0.47,0.0158
49.4667,-97.9487,0.273,273.49,242.05,19.6,19.6,2.39,0.22,0.51,0.0577
49.4667,-97.9435,0.268,273.29,241.58,19.6,19.6,2.26,0.24,0.5,0.052
49.4667,-97.9383,0.2427,274.44,241.47,19.6,19.6,1.91,0.25,0.5,0.0388
49.4667,-97.9331,0.2107,277.2,240.59,19.6,19.6,1.61,0.25,0.5,0.0253
49.4667,-97.9279,0.1851,280.41,239.55,19.6,19.6,1.88,0.26,0.48,0.0134
49.4667,-97.9227,0.1562,284.1,239.61,19.6,19.6,2.4,0.24,0.48,0.0165
49.4667,-97.9175,0.1605,284.32,240.41,19.6,19.6,2.54,0.23,0.49,0.0211
49.4667,-97.9123,0.2029,281.22,242.94,19.6,19.6,2.45,0.2,0.52,0.0202
49.4667,-97.9072,0.1743,282.91,246.16,19.6,19.6,2.06,0.15,0.58,0.0197
49.4667,-97.902,0.1488,284.75,243.09,19.6,19.6,1.96,0.12,0.63,0.0149
49.4667,-97.8968,0.2439,278.87,239.04,19.6,19.6,2.26,0.11,0.64,0.0162
49.4667,-97.8916,0.2735,275.1,241.45,19.7,19.7,2.2,0.1,0.65,0.0144
49.4667,-97.8864,0.2572,276.44,244.22,19.7,19.7,2.84,0.1,0.65,0.016
49.4667,-97.8812,0.2412,277.83,244.6,19.7,19.7,3.22,0.1,0.65,0.0887
49.4667,-97.876,0.2439,278.5,244.31,19.7,19.7,3.07,0.1,0.65,0.0949
49.4667,-97.8709,0.2458,278.89,243.1,19.8,19.8,2.93,0.1,0.65,0.08
49.4667,-97.8657,0.2496,278.59,241.66,19.8,19.8,2.51,0.1,0.65,0.0187
49.4667,-97.8605,0.2527,277.63,242.45,19.8,19.8,2.9,0.12,0.62,0.017
49.4667,-97.8553,0.2423,278.26,244.0,19.8,19.8,3.24,0.14,0.6,0.0216
49.4667,-97.8501,0.2246,279.65,243.47,19.8,19.8,3.0,0.15,0.59,0.0175
49.4667,-97.8449,0.2361,278.56,241.47,19.8,19.8,2.55,0.15,0.59,0.0126
49.4667,-97.8397,0.2554,276.74,240.11,19.8,19.8,2.15,0.13,0.61,0.0129
49.4667,-97.8345,0.2717,275.85,239.2,19.8,19.8,2.02,0.16,0.58,0.0475
49.4667,-97.8294,0.2902,274.99,236.43,19.8,19.8,2.14,0.17,0.57,0.0526
49.4667,-97.8242,0.3141,273.74,233.1,19.8,19.8,2.39,0.17,0.57,0.0138
49.4667,-97.819,0.3321,272.69,230.59,19.8,19.8,2.53,0.15,0.59,0.0208
49.4667,-97.8138,0.3019,272.53,227.61,19.8,19.8,2.08,0.12,0.63,0.0151
49.4667,-97.8086,0.2549,275.53,224.86,19.8,19.8,1.46,0.1,0.64,0.0285
49.4667,-97.8034,0.1774,281.07,224.78,19.8,19.8,0.89,0.1,0.65,0.0192
49.4667,-97.7982,0.1569,282.56,224.96,19.8,19.8,0.82,0.1,0.65,0.0151
49.4667,-97.7931,0.1911,281.5,225.37,19.8,19.8,1.41,0.1,0.65,0.0328
49.4667,-97.7879,0.2259,280.79,226.27,19.8,19.8,1.97,0.1,0.65,0.0421
49.4667,-97.7827,0.2392,280.45,224.41,19.8,19.8,2.26,0.1,0.65,0.016
49.4667,-97.7775,0.2586,279.39,219.95,19.8,19.8,2.46,0.1,0.65,0.0211
49.4667,-97.7723,0.2766,276.95,216.01,19.8,19.8,2.25,0.1,0.65,0.0148
49.4667,-97.7671,0.2877,274.98,213.37,19.8,19.8,2.08,0.1,0.65,0.0153
49.4667,-97.7619,0.308,273.45,210.95,19.8,19.8,2.23,0.1,0.65,0.0181
49.4667,-97.7567,0.3322,271.78,209.11,19.8,19.8,2.35,0.1,0.65,0.0187
49.4667,-97.7516,0.3583,269.94,208.15,19.8,19.8,2.44,0.1,0.65,0.0178
49.4727,-98.1198,0.1865,275.64,253.21,19.6,19.6,0.94,0.3,0.4,0.0108
49.4727,-98.1146,0.211,274.24,251.86,19.6,19.6,1.22,0.3,0.4,0.0217
49.4727,-98.1094,0.2598,271.18,251.14,19.6,19.6,1.64,0.3,0.4,0.0174
49.4727,-98.1043,0.3051,269.46,250.03,19.6,19.6,2.16,0.3,0.4,0.0199
49.4727,-98.0991,0.3226,268.32,247.78,19.6,19.6,2.4,0.3,0.4,0.0205
49.4727,-98.0939,0.3283,267.25,247.82,19.6,19.6,2.54,0.3,0.4,0.0229
49.4727,-98.0887,0.3036,267.18,250.29,19.6,19.6,2.37,0.3,0.4,0.0179
49.4727,-98.0835,0.2958,267.93,252.55,19.6,19.6,2.43,0.3,0.4,0.0193
49.4727,-98.0783,0.2909,269.33,253.65,19.6,19.6,2.4,0.3,0.4,0.0211
49.4727,-98.0731,0.3009,269.3,252.81,19.6,19.6,2.31,0.31,0.4,0.0181
49.4727,-98.0679,0.3129,267.67,250.52,19.5,19.5,2.0,0.31,0.4,0.0167
49.4727,-98.0628,0.2906,266.35,248.15,19.5,19.5,1.48,0.32,0.39,0.035
49.4727,-98.0576,0.2591,265.19,244.89,19.5,19.5,1.03,0.34,0.39,0.021
49.4727,-98.0524,0.244,264.81,240.94,19.5,19.5,0.76,0.32,0.4,0.0156
49.4727,-98.0472,0.2533,264.99,237.32,19.5,19.5,0.99,0.3,0.41,0.0162
49.4727,-98.042,0.2768,265.06,235.1,19.5,19.5,1.57,0.3,0.41,0.0154
49.4727,-98.0368,0.3171,265.06,233.97,19.5,19.5,2.09,0.29,0.41,0.0179
49.4727,-98.0316,0.3211,265.36,232.91,19.5,19.5,2.2,0.3,0.4,0.0187
49.4727,-98.0265,0.2949,266.05,232.04,19.5,19.5,2.07,0.3,0.4,0.0163
49.4727,-98.0213,0.2684,266.23,232.26,19.5,19.5,1.81,0.3,0.4,0.014
49.4727,-98.0161,0.2596,266.2,234.39,19.5,19.5,1.59,0.3,0.4,0.0258
49.4727,-98.0109,0.2455,268.52,238.41,19.5,19.5,1.73,0.33,0.39,0.0343
49.4727,-98.0057,0.2452,270.86,241.56,19.6,19.6,2.19,0.36,0.38,0.0471
49.4727,-98.0005,0.2659,271.43,243.7,19.6,19.6,2.7,0.41,0.37,0.0247
49.4727,-97.9953,0.2681,271.69,245.4,19.6,19.6,2.53,0.44,0.36,0.0211
49.4727,-97.9901,0.2486,271.75,246.12,19.6,19.6,1.9,0.41,0.37,0.049
49.4727,-97.985,0.2389,271.67,245.99,19.6,19.6,1.36,0.36,0.39,0.0211
49.4727,-97.9798,0.2516,270.85,244.61,19.6,19.6,1.36,0.31,0.41,0.0239
49.4727,-97.9746,0.2571,269.67,241.38,19.6,19.6,1.62,0.3,0.41,0.0306
49.4727,-97.9694,0.2595,268.93,238.92,19.6,19.6,1.84,0.31,0.41,0.0464
49.4727,-97.9642,0.2499,269.35,238.92,19.6,19.6,1.83,0.32,0.42,0.0338
49.4727,-97.959,0.2438,271.84,239.66,19.6,19.6,2.0,0.34,0.42,0.0392
49.4727,-97.9538,0.2447,273.96,239.14,19.6,19.6,2.28,0.33,0.45,0.0156
49.4727,-97.9487,0.2691,273.34,238.49,19.6,19.6,2.4,0.32,0.45,0.0165
49.4727,-97.9435,0.2648,273.22,239.48,19.6,19.6,2.32,0.34,0.45,0.0188
49.4727,-97.9383,0.2539,274.62,240.83,19.6,19.6,2.2,0.33,0.44,0.017
49.4727,-97.9331,0.2297,277.51,240.4,19.6,19.6,2.49,0.31,0.44,0.0141
49.4727,-97.9279,0.1913,281.06,239.25,19.6,19.6,2.42,0.28,0.46,0.0126
49.4727,-97.9227,0.1309,285.27,240.48,19.6,19.6,2.35,0.27,0.47,0.0168
49.4727,-97.9175,0.1128,284.91,242.37,19.6,19.6,1.97,0.27,0.47,0.0107
49.4727,-97.9123,0.1486,282.39,245.09,19.6,19.6,1.55,0.23,0.52,0.0261
49.4727,-97.9072,0.1655,282.42,247.99,19.6,19.6,1.48,0.18,0.57,0.032
49.4727,-97.902,0.1675,282.41,243.18,19.6,19.6,1.61,0.12,0.63,0.0314
49.4727,-97.8968,0.2176,277.92,237.9,19.6,19.6,1.76,0.1,0.65,0.0366
49.4727,-97.8916,0.2447,274.67,238.85,19.7,19.7,2.16,0.1,0.65,0.0462
49.4727,-97.8864,0.2473,274.88,240.89,19.7,19.7,2.74,0.1,0.65,0.0632
49.4727,-97.8812,0.2324,276.01,241.43,19.7,19.7,2.94,0.1,0.65,0.1163
49.4727,-97.876,0.217,277.22,241.6,19.7,19.7,2.47,0.1,0.65,0.0499
49.4727,-97.8709,0.2089,278.55,241.23,19.8,19.8,2.35,0.11,0.64,0.0516
49.4727,-97.8657,0.2332,278.7,240.74,19.8,19.8,2.4,0.13,0.62,0.0462
49.4727,-97.8605,0.2545,278.33,242.47,19.8,19.8,3.16,0.14,0.6,0.0205
49.4727,-97.8553,0.2524,279.46,245.85,19.8,19.8,3.87,0.16,0.58,0.0258
49.4727,-97.8501,0.249,280.26,247.1,19.8,19.8,3.7,0.15,0.58,0.0227
49.4727,-97.8449,0.2667,279.05,245.99,19.8,19.8,3.42,0.17,0.57,0.0306
49.4727,-97.8397,0.2577,277.42,244.7,19.8,19.8,2.93,0.19,0.54,0.0202
49.4727,-97.8345,0.2337,276.67,243.28,19.8,19.8,2.49,0.22,0.5,0.0175
49.4727,-97.8294,0.2209,275.33,240.26,19.8,19.8,2.19,0.24,0.48,0.0185
49.4727,-97.8242,0.2343,273.47,237.63,19.8,19.8,1.91,0.23,0.49,0.0133
49.4727,-97.819,0.2726,272.5,235.6,19.8,19.8,1.82,0.17,0.56,0.0135
49.4727,-97.8138,0.2685,272.65,232.51,19.8,19.8,1.42,0.14,0.6,0.0228
49.4727,-97.8086,0.2334,274.94,228.15,19.8,19.8,0.94,0.11,0.63,0.0171
49.4727,-97.8034,0.1973,277.75,226.79,19.8,19.8,0.77,0.1,0.65,0.0214
49.4727,-97.7982,0.2066,277.86,227.43,19.8,19.8,0.96,0.1,0.65,0.021
49.4727,-97.7931,0.2293,278.05,229.28,19.8,19.8,1.54,0.1,0.65,0.0293
49.4727,-97.7879,0.2551,277.99,231.14,19.8,19.8,2.19,0.1,0.65,0.0161
49.4727,-97.7827,0.2775,277.4,228.71,19.8,19.8,2.4,0.1,0.65,0.0191
49.4727,-97.7775,0.2709,277.46,222.05,19.8,19.8,2.24,0.1,0.65,0.0179
49.4727,-97.7723,0.2656,276.47,215.54,19.8,19.8,1.87,0.1,0.65,0.0136
49.4727,-97.7671,0.2871,273.09,212.34,19.8,19.8,1.66,0.1,0.65,0.0149
49.4727,-97.7619,0.3272,269.4,210.78,19.8,19.8,1.78,0.1,0.65,0.0184
49.4727,-97.7567,0.3527,266.55,209.35,19.8,19.8,1.85,0.1,0.65,0.0177
49.4727,-97.7516,0.3659,264.73,208.43,19.8,19.8,1.85,0.1,0.65,0.0191
49.4787,-98.1198,0.2067,273.69,248.69,19.6,19.6,1.11,0.3,0.4,0.0186
49.4787,-98.1146,0.2299,272.7,247.83,19.6,19.6,1.71,0.3,0.4,0.0125
49.4787,-98.1094,0.2777,270.26,248.3,19.6,19.6,2.2,0.3,0.4,0.0161
49.4787,-98.1043,0.3152,269.17,248.47,19.6,19.6,2.68,0.3,0.4,0.0262
49.4787,-98.0991,0.3247,268.44,248.13,19.6,19.6,2.58,0.3,0.4,0.0179
49.4787,-98.0939,0.314,267.67,249.53,19.6,19.6,2.5,0.3,0.4,0.0192
49.4787,-98.0887,0.2945,267.35,251.87,19.6,19.6,2.38,0.3,0.4,0.0181
49.4787,-98.0835,0.311,267.48,253.26,19.6,19.6,2.53,0.3,0.4,0.0218
49.4787,-98.0783,0.3249,267.45,252.78,19.6,19.6,2.6,0.31,0.4,0.0256
49.4787,-98.0731,0.3671,265.92,249.73,19.6,19.6,2.44,0.34,0.39,0.0289
49.4787,-98.0679,0.3452,264.21,246.38,19.5,19.5,1.91,0.34,0.39,0.0591
49.4787,-98.0628,0.2959,263.04,243.38,19.5,19.5,1.2,0.33,0.39,0.024
49.4787,-98.0576,0.2963,262.04,239.59,19.5,19.5,1.09,0.34,0.39,0.024
49.4787,-98.0524,0.2948,262.19,235.84,19.5,19.5,1.25,0.32,0.39,0.0261
49.4787,-98.0472,0.2812,262.66,233.86,19.5,19.5,1.41,0.32,0.39,0.024
49.4787,-98.042,0.2917,262.85,233.35,19.5,19.5,1.69,0.31,0.4,0.0142
49.4787,-98.0368,0.3157,263.36,233.35,19.5,19.5,2.19,0.3,0.4,0.0195
49.4787,-98.0316,0.3259,264.18,232.86,19.5,19.5,2.26,0.3,0.4,0.0207
