GPP_Day,PARin_Day,fAPAR_Day,LE_Day,GPP_MDay,PARin_MDay,fAPAR_MDay,LE_MDay,LAI,LAIgreen,VF,TM_NDVI,TM_EVI2,TM_WDRVI_05,TM_WDRVI_1,TM_Green_NDVI,TM_VARI,TM_CIgreen,MODIS_CIgreen,MERIS_CIre,R_TM_blue,R_TM_green,R_TM_red,R_TM_IR,R_MODIS_green,R_Meris_RE,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700,R_710,R_720,R_730,R_740,R_750,R_760,R_770,R_780,R_790,R_800,R_810,R_820,R_830,R_840,R_850,R_860,R_870,R_880,R_890,R_900
1.106,885.301,0.893,-256.557,1.755,1357.067,0.968,-417.183,4.169,4.072,87.411,0.921,0.839,0.1,0.419,0.868,0.267,13.121,10.65,6.128,2.068,4.027,2.327,56.866,4.881,7.978,1.508,1.55,1.633,1.706,1.743,1.803,1.846,1.868,1.871,1.893,1.977,2.258,3.025,4.132,4.739,5.036,4.869,4.257,3.636,3.337,3.215,2.972,2.698,2.643,2.526,2.342,2.121,1.969,2.072,2.618,5.17,10.787,19.431,30.757,41.731,49.159,52.551,55.17,55.935,56.268,56.648,57.554,57.528,58.213,58.14,58.301,58.752,58.378,57.53,57.4,54.626
0.914,912.599,0.89,-217.748,1.325,1376.933,0.968,-319.6,4.032,3.916,83.06,0.924,0.785,0.115,0.431,0.865,0.292,12.792,10.343,5.718,1.742,3.696,2.025,50.97,4.494,7.587,1.255,1.256,1.334,1.403,1.444,1.496,1.53,1.549,1.554,1.574,1.664,1.923,2.65,3.683,4.303,4.652,4.526,3.981,3.379,3.098,2.988,2.738,2.462,2.39,2.279,2.055,1.837,1.667,1.714,2.232,4.922,10.252,17.86,27.993,37.539,44.414,50.294,49.192,49.733,50.55,51.117,51.252,50.892,51.726,51.941,51.836,51.78,51.495,51.707,51.773,49.263
0.776,848.504,0.821,-276.796,1.19,1456.2,0.955,-377.367,3.93,3.798,85.734,0.904,0.741,-0.006,0.328,0.837,0.274,10.264,8.399,4.568,2.049,4.261,2.429,48.0,5.107,8.621,1.443,1.458,1.59,1.611,1.674,1.746,1.782,1.804,1.813,1.859,1.982,2.289,3.12,4.228,4.887,5.286,5.148,4.583,3.931,3.646,3.523,3.24,2.943,2.861,2.73,2.471,2.188,1.983,2.054,2.718,5.748,11.494,18.943,28.59,36.905,42.362,47.127,45.792,46.957,47.314,47.757,48.468,47.63,48.085,48.779,48.864,50.397,49.646,48.755,47.628,46.799
0.713,805.493,0.813,-269.869,0.875,882.333,0.947,-278.65,3.827,3.681,95.483,0.884,0.77,-0.105,0.236,0.806,0.269,8.317,6.893,3.556,2.609,5.656,3.255,52.693,6.676,11.567,1.699,1.766,1.922,1.967,2.033,2.13,2.192,2.231,2.26,2.31,2.533,3.017,4.196,5.618,6.435,6.853,6.74,6.066,5.287,4.96,4.747,4.397,4.003,3.896,3.657,3.307,2.896,2.594,2.687,3.749,8.091,15.042,23.992,33.235,41.269,46.126,47.407,50.203,51.11,51.839,52.436,52.804,53.195,53.219,53.815,54.418,55.229,55.016,55.364,53.251,51.097
0.592,818.771,0.865,-215.096,0.795,1355.633,0.927,-312.717,3.509,3.31,89.445,0.848,0.691,-0.245,0.096,0.76,0.247,6.324,5.345,2.474,2.648,6.434,3.883,47.119,7.426,13.564,1.517,1.607,1.762,1.839,1.921,2.035,2.133,2.186,2.229,2.318,2.584,3.184,4.518,6.09,7.015,7.608,7.657,7.053,6.291,5.906,5.767,5.374,4.947,4.81,4.553,3.923,3.443,2.977,3.013,4.464,9.928,17.201,24.237,32.135,37.761,41.623,44.446,44.262,45.488,46.238,46.525,46.734,47.905,48.097,47.594,48.116,49.63,49.477,47.932,49.275,45.066
0.444,858.537,0.838,-233.131,0.096,95.717,0.888,-55.817,2.861,2.548,87.493,0.692,0.495,-0.569,-0.29,0.629,0.112,3.393,3.105,1.258,3.573,8.454,6.752,37.138,9.047,16.448,1.722,1.893,2.116,2.26,2.395,2.591,2.747,2.868,2.951,3.125,3.614,4.565,6.124,7.622,8.535,9.203,9.403,9.212,8.766,8.614,8.61,8.346,7.981,7.996,7.642,6.797,6.199,5.372,5.395,7.864,13.621,19.276,24.012,28.064,30.675,32.489,33.472,34.295,35.284,35.486,36.107,36.614,37.253,37.566,38.306,38.801,39.051,39.226,39.692,38.558,37.367
0.282,852.988,0.77,-126.044,0.389,1294.467,0.782,-176.433,1.997,1.532,64.494,0.629,0.408,-0.64,-0.39,0.613,0.026,3.166,3.008,0.999,3.095,7.539,7.15,31.404,7.835,15.709,1.599,1.728,1.895,1.993,2.089,2.231,2.356,2.478,2.583,2.732,3.121,4.005,5.253,6.506,7.33,7.957,8.218,8.17,7.995,8.125,8.295,8.24,8.041,8.134,7.882,7.169,6.623,5.882,5.916,8.446,13.745,17.672,21.117,23.537,25.324,26.462,27.307,28.016,28.904,29.37,30.229,30.969,30.938,31.61,32.558,32.869,33.113,33.539,34.092,33.76,33.787
0.243,391.344,0.384,-85.753,0.567,1503.35,0.427,-260.3,0.664,0.663,29.257,0.479,0.301,-0.751,-0.558,0.506,-0.035,2.046,1.922,0.932,6.139,9.277,9.954,28.254,9.67,14.623,4.174,4.366,4.604,4.855,5.077,5.295,5.488,5.639,5.83,6.045,6.302,6.804,7.707,8.748,9.354,9.756,9.9,9.686,9.399,9.441,9.504,9.504,9.445,9.612,9.715,9.742,9.763,9.818,10.104,10.925,13.184,16.062,19.369,22.219,24.112,25.244,26.14,26.468,26.772,27.092,27.646,27.741,27.957,28.479,28.858,29.238,29.406,29.511,29.691,30.016,28.799
0.521,838.374,0.57,-178.055,0.713,1101.083,0.562,-254.867,1.157,1.155,42.315,0.579,0.384,-0.684,-0.455,0.583,-0.006,2.793,2.584,1.355,5.387,8.415,8.513,31.923,8.906,13.553,3.603,3.781,4.007,4.195,4.39,4.606,4.777,4.93,5.067,5.241,5.512,6.004,6.963,8.011,8.613,9.005,9.1,8.843,8.442,8.368,8.393,8.293,8.221,8.351,8.392,8.384,8.283,8.312,8.543,9.323,11.826,15.281,19.863,24.094,27.274,28.823,29.89,30.266,30.844,31.089,31.358,31.381,31.566,31.637,32.513,32.887,33.074,33.251,33.713,32.967,32.414
0.587,1009.811,0.578,-232.639,1.042,1380.0,0.618,-315.617,1.453,1.45,55.245,0.669,0.462,-0.598,-0.33,0.633,0.063,3.443,3.0,1.681,4.581,7.866,6.937,34.948,8.737,13.037,3.054,3.208,3.396,3.591,3.693,3.874,4.013,4.138,4.245,4.361,4.608,5.13,6.28,7.663,8.432,8.911,8.868,8.249,7.63,7.407,7.356,7.154,6.951,6.983,6.958,6.824,6.69,6.623,6.843,7.634,10.663,15.412,21.062,26.012,29.925,32.087,32.592,33.775,34.216,34.336,34.515,34.771,35.184,35.6,35.153,35.622,35.702,35.945,36.619,35.912,34.272
0.687,1071.326,0.66,-198.189,0.952,1670.783,0.603,-330.333,1.82,1.811,55.919,0.691,0.46,-0.57,-0.292,0.663,0.052,3.931,3.49,1.945,3.965,6.754,6.082,33.304,7.418,11.31,2.567,2.716,2.903,3.077,3.181,3.329,3.473,3.567,3.677,3.799,4.013,4.459,5.401,6.508,7.175,7.543,7.535,7.103,6.643,6.46,6.422,6.304,6.115,6.145,6.11,5.994,5.876,5.811,5.972,6.665,9.304,13.317,18.233,23.278,27.712,30.097,31.217,31.919,32.399,32.633,32.625,33.147,33.615,33.475,34.055,34.056,34.127,34.403,34.062,34.521,33.31
0.653,574.355,0.659,-163.332,0.852,549.467,0.782,-154.95,2.31,2.292,72.608,0.839,0.638,-0.272,0.068,0.756,0.229,6.19,4.985,3.083,2.906,5.876,3.689,42.249,7.059,10.347,1.885,1.979,2.15,2.272,2.336,2.433,2.514,2.555,2.584,2.623,2.792,3.269,4.478,6.015,6.861,7.269,7.048,6.171,5.316,4.931,4.796,4.466,4.136,4.056,3.917,3.634,3.42,3.272,3.404,4.124,7.437,13.257,20.488,28.748,35.122,38.953,42.936,41.067,41.388,41.763,42.104,41.922,41.756,42.693,42.626,42.889,42.849,43.134,43.274,42.636,40.697
0.789,1041.794,0.714,-219.179,1.01,870.483,0.8,-188.85,2.799,2.773,75.774,0.832,0.637,-0.294,0.043,0.749,0.22,5.97,4.863,2.915,3.024,6.111,3.906,42.597,7.265,10.881,1.829,1.963,2.154,2.301,2.392,2.52,2.61,2.636,2.692,2.76,2.949,3.436,4.593,6.122,7.007,7.473,7.315,6.487,5.628,5.264,5.114,4.819,4.457,4.396,4.195,3.866,3.607,3.383,3.523,4.368,7.862,13.9,21.068,28.882,35.443,39.499,40.878,41.969,42.205,42.187,42.658,42.784,42.9,42.525,43.209,43.131,42.901,43.127,43.656,42.821,42.009
0.712,775.11,0.704,-199.828,1.381,1698.65,0.803,-474.0,3.166,3.135,84.663,0.898,0.779,-0.036,0.301,0.817,0.304,8.943,6.992,4.329,2.391,5.267,2.813,52.367,6.552,9.826,1.496,1.617,1.782,1.87,1.926,2.006,2.05,2.067,2.079,2.1,2.264,2.682,3.877,5.528,6.404,6.732,6.52,5.534,4.604,4.209,3.995,3.661,3.29,3.209,3.034,2.792,2.514,2.387,2.539,3.217,6.544,13.109,22.446,32.984,42.087,47.82,50.279,51.544,52.034,52.162,52.575,52.726,52.798,52.453,52.984,53.7,53.02,53.122,53.593,52.928,49.595
0.852,690.61,0.761,-160.855,1.51,1563.1,0.867,-379.95,3.532,3.5,93.072,0.901,0.868,-0.019,0.317,0.813,0.33,8.71,6.753,4.357,3.013,6.411,3.231,62.252,8.029,11.622,2.17,2.257,2.47,2.456,2.496,2.57,2.61,2.59,2.603,2.629,2.821,3.346,4.932,6.951,7.946,8.258,7.883,6.639,5.44,5.005,4.646,4.201,3.759,3.643,3.466,3.273,2.829,2.751,2.96,3.696,7.733,15.51,26.441,39.375,49.972,56.179,60.486,60.688,61.55,61.602,62.263,62.312,62.167,63.263,62.417,63.143,63.721,63.58,62.182,62.917,61.49
0.996,906.146,0.774,-214.223,1.507,1427.1,0.892,-352.617,3.899,3.864,95.544,0.921,0.804,0.099,0.419,0.856,0.309,11.885,9.275,5.665,1.937,4.121,2.176,53.1,5.168,7.966,1.247,1.332,1.438,1.538,1.564,1.629,1.673,1.697,1.71,1.737,1.846,2.167,3.04,4.305,5.009,5.345,5.15,4.326,3.577,3.233,3.106,2.854,2.574,2.513,2.363,2.144,1.949,1.844,1.96,2.461,5.037,10.896,19.809,30.955,41.277,48.019,51.334,52.867,53.189,53.971,53.689,53.727,53.655,53.717,54.241,53.538,53.846,53.295,52.888,52.859,49.687
0.963,845.646,0.796,-183.931,1.364,1582.45,0.892,-374.983,4.342,4.305,92.68,0.925,0.749,0.126,0.441,0.867,0.293,13.093,10.542,6.491,1.676,3.357,1.837,47.31,4.099,6.316,1.039,1.097,1.243,1.313,1.364,1.432,1.477,1.473,1.489,1.514,1.604,1.867,2.553,3.484,3.977,4.234,4.085,3.535,2.996,2.736,2.614,2.404,2.195,2.137,2.005,1.812,1.665,1.552,1.611,2.079,4.246,8.386,15.043,24.21,33.894,40.933,47.228,45.889,46.472,46.708,47.164,47.659,47.107,47.78,47.839,47.626,49.045,47.563,48.577,46.979,46.015
0.991,742.472,0.812,-176.175,1.71,1253.833,0.935,-289.45,4.118,4.082,95.082,0.934,0.816,0.186,0.489,0.88,0.299,14.709,11.756,7.33,1.684,3.395,1.831,53.326,4.181,6.402,1.022,1.092,1.213,1.308,1.373,1.432,1.477,1.481,1.493,1.51,1.612,1.878,2.589,3.577,4.091,4.306,4.144,3.538,2.981,2.729,2.596,2.381,2.155,2.099,1.991,1.821,1.657,1.549,1.636,2.068,4.131,8.673,16.142,26.768,38.019,45.978,49.899,51.577,52.447,52.964,53.604,53.809,53.718,53.898,54.737,54.729,54.313,54.567,54.677,53.629,51.324
0.918,926.996,0.804,-209.309,1.487,1583.817,0.912,-369.133,3.998,3.96,89.789,0.921,0.732,0.099,0.418,0.867,0.269,13.048,10.673,6.833,1.712,3.272,1.886,45.969,3.938,5.868,0.977,1.078,1.2,1.324,1.381,1.457,1.511,1.524,1.534,1.558,1.662,1.912,2.538,3.367,3.827,4.047,3.94,3.437,2.953,2.731,2.61,2.442,2.234,2.168,2.065,1.902,1.737,1.607,1.652,2.07,3.95,7.786,14.122,22.846,32.248,38.704,41.562,43.675,44.731,45.114,45.854,45.918,46.512,47.267,46.551,46.799,46.948,47.396,46.8,47.746,46.657
0.97,758.462,0.759,-168.455,1.286,1029.817,0.953,-255.483,3.963,3.917,94.048,0.939,0.776,0.226,0.52,0.889,0.3,16.057,12.854,7.813,1.441,2.866,1.543,48.893,3.529,5.548,0.884,0.937,1.035,1.1,1.162,1.227,1.263,1.273,1.288,1.302,1.386,1.6,2.193,3.008,3.441,3.639,3.507,2.999,2.511,2.302,2.197,2.013,1.83,1.773,1.688,1.559,1.407,1.308,1.36,1.706,3.469,7.627,14.344,24.31,34.493,41.688,45.405,47.021,47.902,48.432,49.004,49.705,49.166,49.016,49.656,49.5,50.356,49.449,49.573,49.176,50.039
1.047,983.898,0.885,-250.137,1.588,1442.183,0.95,-396.65,3.912,3.853,92.99,0.932,0.739,0.171,0.477,0.878,0.294,14.417,11.525,6.79,1.474,2.98,1.625,45.94,3.668,5.898,0.963,0.997,1.095,1.165,1.213,1.259,1.29,1.319,1.313,1.329,1.411,1.634,2.234,3.097,3.57,3.787,3.647,3.136,2.638,2.407,2.301,2.115,1.904,1.866,1.773,1.628,1.477,1.373,1.432,1.824,3.755,8.04,14.983,24.278,33.508,40.222,41.95,44.619,45.583,46.09,46.532,46.86,46.79,46.789,47.015,46.8,47.043,47.17,46.55,45.594,43.706
1.018,904.503,0.883,-262.218,1.434,1318.667,0.95,-387.983,3.877,3.81,93.816,0.91,0.724,0.029,0.359,0.851,0.26,11.442,9.406,5.754,1.93,3.692,2.168,45.931,4.414,6.801,1.146,1.208,1.355,1.456,1.54,1.631,1.688,1.71,1.719,1.756,1.873,2.17,2.892,3.828,4.295,4.544,4.402,3.873,3.339,3.08,2.971,2.77,2.534,2.488,2.352,2.191,1.983,1.835,1.91,2.418,4.591,9.01,15.504,24.586,33.528,39.466,43.172,44.43,45.162,45.34,45.859,46.812,46.151,46.823,46.77,47.163,47.22,47.189,46.639,46.489,43.742
0.805,929.596,0.886,-200.755,1.249,1447.817,0.952,-339.417,3.843,3.767,95.305,0.929,0.737,0.151,0.461,0.866,0.321,12.937,10.298,6.008,1.525,3.294,1.693,45.904,4.063,6.55,1.01,1.029,1.099,1.175,1.23,1.282,1.317,1.328,1.336,1.354,1.461,1.706,2.42,3.387,3.929,4.214,4.046,3.512,2.924,2.661,2.549,2.32,2.074,2.018,1.895,1.702,1.522,1.395,1.446,1.87,4.208,8.892,15.777,25.46,34.357,40.813,46.321,44.657,45.437,45.688,46.322,46.365,45.946,46.557,46.703,46.605,46.595,46.207,45.971,45.78,43.412
0.658,858.299,0.808,-220.188,0.924,1455.383,0.928,-338.117,3.563,3.431,92.846,0.892,0.684,-0.066,0.273,0.814,0.284,8.768,7.176,4.22,2.149,4.43,2.469,43.277,5.293,8.29,1.232,1.285,1.47,1.56,1.65,1.759,1.83,1.852,1.872,1.936,2.086,2.467,3.394,4.526,5.12,5.454,5.305,4.697,4.04,3.75,3.589,3.309,3.021,2.934,2.771,2.486,2.232,2.019,2.088,2.755,5.666,10.915,17.6,26.377,33.745,38.68,42.743,41.638,42.566,42.702,43.201,43.562,42.943,43.054,43.873,43.922,45.145,44.231,43.821,43.24,42.513
0.585,838.139,0.86,-222.24,0.705,887.85,0.923,-222.817,2.776,2.49,94.207,0.835,0.665,-0.285,0.053,0.737,0.254,5.614,4.728,2.606,3.081,6.858,4.08,45.358,7.919,12.579,1.532,1.65,1.89,2.024,2.202,2.37,2.478,2.535,2.611,2.707,3.029,3.74,5.181,6.775,7.612,8.097,8.048,7.343,6.547,6.161,5.958,5.57,5.142,5.016,4.7,4.134,3.658,3.183,3.229,4.642,9.29,15.867,23.482,31.546,37.594,40.684,42.847,43.498,44.139,44.661,45.126,45.834,45.624,45.486,45.962,46.601,47.196,46.744,47.34,45.551,43.755
0.296,862.227,0.761,-133.402,0.105,100.05,0.502,-43.767,0.939,0.294,41.441,0.427,0.308,-0.778,-0.601,0.513,-0.11,2.106,2.181,0.572,4.987,11.114,13.857,34.52,10.851,21.966,2.117,2.334,2.663,2.921,3.219,3.519,3.825,4.117,4.317,4.639,5.295,6.337,7.843,9.15,10.115,10.948,11.489,12.04,12.348,12.793,13.3,13.48,13.683,14.042,14.179,13.702,13.419,12.721,12.959,15.973,20.397,23.534,25.265,27.072,28.146,29.166,30.307,30.794,31.833,32.244,33.049,33.861,34.181,35.096,35.512,36.326,36.733,37.156,37.883,36.75,36.082
0.587,938.776,0.276,-109.288,0.89,1701.75,0.234,-178.667,0.914,0.914,22.218,0.411,0.261,-0.786,-0.613,0.479,-0.084,1.836,1.788,0.807,6.808,9.839,11.645,27.899,10.006,15.44,4.388,4.719,4.954,5.317,5.535,5.782,6.039,6.316,6.557,6.797,7.119,7.571,8.281,9.118,9.677,10.074,10.266,10.22,10.178,10.265,10.473,10.599,10.744,10.972,11.178,11.357,11.532,11.71,12.06,12.704,14.326,16.554,18.911,21.794,24.195,25.464,25.523,26.398,26.651,27.065,27.324,27.755,27.883,28.172,28.373,28.679,29.067,29.16,29.121,29.147,28.164
0.785,921.176,0.366,-132.894,1.166,1651.683,0.321,-226.467,1.764,1.755,35.767,0.587,0.395,-0.678,-0.445,0.622,-0.056,3.296,3.112,1.691,5.054,7.613,8.513,32.705,7.953,12.154,3.192,3.511,3.664,3.975,4.078,4.277,4.467,4.668,4.81,4.99,5.248,5.622,6.353,7.16,7.716,8.041,8.101,7.92,7.677,7.696,7.848,7.888,7.906,8.087,8.25,8.252,8.396,8.51,8.737,9.358,10.875,13.433,17.401,21.923,26.61,29.566,29.944,31.616,31.885,32.063,32.421,32.625,32.823,33.201,32.73,33.559,33.926,33.646,33.453,34.047,32.636
1.242,1012.819,0.673,-259.556,2.047,1699.683,0.657,-443.9,3.227,3.206,57.437,0.816,0.54,-0.34,-0.007,0.784,0.087,7.275,6.319,4.222,2.412,4.144,3.481,34.295,4.686,6.568,1.437,1.672,1.736,1.884,1.93,2.006,2.098,2.179,2.212,2.278,2.422,2.742,3.361,4.133,4.566,4.775,4.716,4.294,3.931,3.778,3.746,3.656,3.498,3.528,3.509,3.415,3.352,3.283,3.417,3.866,5.302,7.833,12.227,18.214,25.294,30.27,31.151,33.911,34.233,34.517,34.71,34.723,35.12,35.002,35.051,35.302,34.876,34.582,34.467,34.464,32.32
1.444,767.094,0.851,-212.219,2.319,1290.117,0.85,-373.667,4.454,4.426,75.686,0.895,0.681,-0.049,0.289,0.836,0.235,10.214,8.334,6.261,1.946,3.819,2.364,42.828,4.588,5.898,1.061,1.271,1.372,1.509,1.534,1.61,1.673,1.716,1.711,1.753,1.884,2.23,2.99,3.949,4.468,4.711,4.587,3.973,3.428,3.183,3.083,2.886,2.656,2.613,2.526,2.345,2.19,2.061,2.144,2.665,4.352,7.444,13.006,21.053,30.6,37.89,39.982,42.918,43.349,43.582,43.801,43.987,43.7,43.553,43.523,43.204,43.356,42.907,42.699,41.998,39.856
1.588,874.063,0.9,-271.481,2.466,1410.867,0.895,-463.417,4.899,4.849,81.262,0.921,0.698,0.095,0.415,0.869,0.26,13.21,10.737,8.366,1.575,3.014,1.77,42.83,3.649,4.573,0.882,1.08,1.133,1.268,1.267,1.316,1.368,1.412,1.391,1.409,1.513,1.795,2.394,3.16,3.575,3.751,3.621,3.129,2.664,2.452,2.381,2.222,2.022,1.978,1.91,1.76,1.638,1.522,1.598,1.984,3.3,5.846,10.756,17.917,28.0,36.451,39.662,43.095,43.6,43.543,44.742,44.492,44.122,43.637,43.421,43.55,43.703,42.041,42.107,42.17,38.56
1.681,906.093,0.931,-249.787,2.573,1369.65,0.929,-404.983,5.043,4.981,80.848,0.914,0.716,0.055,0.381,0.864,0.239,12.703,10.412,7.957,1.737,3.277,2.013,44.908,3.935,5.014,0.985,1.211,1.263,1.406,1.41,1.457,1.511,1.563,1.543,1.565,1.675,1.974,2.608,3.415,3.85,4.044,3.911,3.405,2.918,2.71,2.635,2.457,2.266,2.231,2.151,1.992,1.867,1.751,1.835,2.262,3.681,6.347,11.445,18.948,28.991,37.695,40.92,44.397,45.144,45.818,45.757,46.139,45.9,45.727,45.891,45.595,45.465,44.96,44.607,44.562,42.737
1.544,872.58,0.948,-298.3,2.682,1543.867,0.948,-501.583,5.248,5.163,78.01,0.912,0.662,0.043,0.371,0.861,0.238,12.419,10.277,7.795,1.603,2.99,1.841,40.123,3.558,4.562,0.867,1.083,1.135,1.254,1.278,1.331,1.393,1.438,1.419,1.441,1.554,1.84,2.409,3.127,3.487,3.657,3.53,3.104,2.682,2.494,2.42,2.285,2.092,2.054,1.985,1.829,1.7,1.588,1.652,2.082,3.381,5.743,10.157,16.73,25.466,33.05,37.246,39.596,40.057,40.585,40.701,41.357,40.767,41.214,40.875,40.666,40.698,40.395,39.816,40.309,37.562
1.479,843.927,0.943,-283.533,2.602,1478.5,0.953,-507.067,5.14,5.015,82.762,0.897,0.667,-0.041,0.296,0.85,0.198,11.341,9.542,7.097,1.856,3.354,2.247,41.39,3.926,5.112,0.971,1.192,1.267,1.423,1.459,1.544,1.608,1.667,1.666,1.701,1.826,2.123,2.714,3.444,3.835,4.028,3.916,3.481,3.068,2.877,2.821,2.672,2.486,2.455,2.387,2.227,2.101,1.974,2.064,2.519,3.887,6.337,10.935,17.66,26.731,34.58,38.134,40.853,41.612,42.032,42.377,42.743,42.246,42.296,42.457,42.292,41.949,41.704,41.099,40.937,38.124
1.096,506.807,0.951,-135.86,1.527,677.383,0.95,-182.133,5.053,4.896,85.523,0.898,0.673,-0.037,0.3,0.854,0.186,11.735,9.87,7.204,1.814,3.295,2.261,41.954,3.86,5.114,0.994,1.233,1.263,1.413,1.453,1.504,1.575,1.65,1.617,1.654,1.784,2.076,2.653,3.378,3.77,3.947,3.861,3.415,3.008,2.841,2.777,2.641,2.471,2.437,2.381,2.234,2.134,2.01,2.096,2.534,3.912,6.315,10.974,17.711,27.029,35.1,37.919,41.466,42.417,42.308,43.054,43.162,43.312,42.773,42.885,42.941,43.134,42.219,41.431,41.549,38.74
1.139,481.18,0.948,-163.62,2.004,880.45,0.948,-266.783,4.996,4.788,84.138,0.89,0.672,-0.076,0.264,0.846,0.178,11.002,9.338,6.871,1.988,3.521,2.459,42.257,4.088,5.369,1.062,1.289,1.363,1.526,1.567,1.652,1.729,1.792,1.79,1.838,1.961,2.269,2.876,3.589,3.998,4.179,4.086,3.659,3.246,3.057,2.999,2.859,2.672,2.654,2.579,2.444,2.323,2.19,2.28,2.739,4.144,6.593,11.313,18.276,27.455,35.221,39.67,41.487,42.239,42.474,43.4,43.118,43.442,43.545,43.021,43.0,43.157,42.565,41.798,41.818,39.12
1.487,878.587,0.946,-261.84,2.455,1514.517,0.945,-498.983,5.052,4.651,86.906,0.896,0.634,-0.046,0.292,0.854,0.179,11.707,9.932,7.18,1.696,3.033,2.112,38.534,3.525,4.711,0.952,1.158,1.197,1.349,1.359,1.42,1.477,1.538,1.534,1.559,1.665,1.928,2.447,3.069,3.443,3.605,3.527,3.162,2.808,2.64,2.592,2.47,2.311,2.285,2.234,2.091,1.992,1.867,1.952,2.366,3.591,5.83,9.993,16.156,24.453,31.559,34.715,37.25,37.728,38.344,38.929,39.116,39.221,39.622,39.528,39.382,40.048,39.072,39.069,38.894,37.089
0.885,513.647,0.939,-117.0,1.337,779.8,0.937,-188.667,4.96,4.303,86.188,0.878,0.621,-0.132,0.211,0.836,0.157,10.168,8.686,6.125,1.905,3.431,2.498,38.319,3.956,5.378,1.038,1.297,1.309,1.455,1.494,1.568,1.642,1.743,1.7,1.746,1.894,2.184,2.762,3.452,3.862,4.033,3.973,3.582,3.186,3.04,2.989,2.858,2.684,2.666,2.605,2.477,2.366,2.235,2.331,2.808,4.212,6.545,11.127,17.144,25.432,32.399,34.093,37.557,38.141,38.616,39.045,39.327,39.135,39.277,39.493,39.3,39.147,39.167,38.753,38.795,34.935
1.069,868.273,0.942,-190.167,1.742,1486.133,0.938,-348.183,4.49,3.264,73.633,0.84,0.499,-0.269,0.071,0.796,0.135,7.786,6.758,4.601,1.857,3.381,2.576,29.702,3.828,5.303,0.974,1.221,1.235,1.392,1.44,1.505,1.592,1.683,1.682,1.724,1.851,2.149,2.673,3.304,3.698,3.914,3.873,3.572,3.238,3.102,3.052,2.947,2.782,2.764,2.71,2.551,2.446,2.31,2.384,2.87,4.202,6.405,10.199,15.01,20.926,25.376,27.687,28.686,29.098,29.511,29.871,29.958,29.802,30.251,30.43,30.378,30.101,30.085,30.068,30.615,28.982
0.562,405.408,0.898,-96.346,0.738,551.233,0.896,-144.867,4.132,2.503,61.656,0.789,0.5,-0.405,-0.083,0.759,0.073,6.306,5.601,3.359,2.355,4.377,3.78,31.98,4.845,7.336,1.162,1.495,1.498,1.668,1.75,1.857,1.97,2.119,2.117,2.198,2.383,2.76,3.437,4.204,4.662,4.931,4.94,4.62,4.292,4.149,4.161,4.068,3.902,3.923,3.88,3.731,3.61,3.473,3.591,4.252,6.03,8.642,13.038,17.841,23.758,27.789,28.044,30.933,31.228,31.459,31.772,32.164,31.966,32.478,33.295,33.492,33.468,33.109,32.828,33.885,29.583
0.322,847.838,0.889,-97.238,0.427,1313.85,0.884,-140.517,3.79,1.562,25.633,0.501,0.286,-0.739,-0.538,0.59,-0.127,2.88,2.919,1.035,3.816,6.399,8.262,24.829,6.336,12.2,1.496,1.857,2.128,2.542,2.719,2.939,3.199,3.45,3.623,3.814,4.059,4.458,4.984,5.527,5.986,6.373,6.649,6.784,6.901,7.077,7.31,7.491,7.617,7.85,8.003,8.021,8.098,8.106,8.397,9.358,11.146,13.254,15.768,17.935,19.959,21.363,21.566,22.59,23.229,23.502,24.352,24.475,24.924,25.213,25.65,25.989,26.176,26.158,26.297,26.606,25.711
0.602,950.935,0.352,-149.971,0.968,1715.133,0.31,-264.667,1.59,1.589,34.876,0.563,0.337,-0.697,-0.473,0.586,-0.035,2.832,2.632,1.456,4.759,7.101,7.609,27.211,7.492,11.081,3.238,3.482,3.62,3.867,3.978,4.119,4.264,4.417,4.552,4.683,4.885,5.251,5.899,6.733,7.265,7.573,7.638,7.386,7.144,7.096,7.173,7.166,7.15,7.266,7.373,7.425,7.486,7.548,7.8,8.365,9.877,12.285,15.542,19.419,22.926,24.976,25.163,26.307,26.483,26.819,27.044,27.28,27.396,27.576,27.644,27.768,28.095,28.044,27.937,27.696,26.913
1.208,951.024,0.493,-184.088,1.854,1697.433,0.443,-329.117,2.519,2.517,57.001,0.751,0.514,-0.479,-0.173,0.724,0.06,5.25,4.627,3.122,3.547,5.645,5.006,35.283,6.27,8.56,2.332,2.578,2.701,2.907,2.973,3.081,3.175,3.268,3.313,3.402,3.579,3.906,4.648,5.559,6.112,6.391,6.308,5.867,5.412,5.25,5.258,5.132,4.99,5.014,5.023,4.894,4.856,4.813,4.946,5.499,7.086,10.034,14.926,21.208,27.852,32.217,33.2,35.074,35.306,35.467,35.648,35.823,35.821,35.858,35.242,35.937,36.07,35.623,35.135,35.575,33.461
